,CloudCover,Dew PointC,Events,Max Gust SpeedKm/h,Max Humidity,Max Sea Level PressurehPa,Max TemperatureC,Max VisibilityKm,Max Wind SpeedKm/h,Mean Humidity,Mean Sea Level PressurehPa,Mean TemperatureC,Mean VisibilityKm,Mean Wind SpeedKm/h,MeanDew PointC,Min DewpointC,Min Humidity,Min Sea Level PressurehPa,Min TemperatureC,Min VisibilitykM,PDT,PST,Precipitationmm,WindDirDegrees
2013-01-21 00:00:00-08:00,0.0,-4.0,None,72,72,1025,3.0,16,56,66,1023,2.0,16,40.0,-4.0,-5.0,59,1021,0.0,14.0,,2013-01-21 00:00:00-08:00,0.0,87
2013-01-22 00:00:00-08:00,0.0,-4.0,None,72,72,1021,3.0,16,52,66,1018,1.0,16,35.0,-5.0,-6.0,59,1014,-1.0,16.0,,2013-01-22 00:00:00-08:00,0.0,81
2013-01-23 00:00:00-08:00,7.0,-1.0,Rain,64,89,1023,1.0,16,50,75,1016,1.0,11,27.0,-3.0,-6.0,61,1013,0.0,4.0,,2013-01-23 00:00:00-08:00,3.05,87
2013-01-24 00:00:00-08:00,7.0,3.0,Rain,40,96,1024,8.0,16,32,81,1022,4.0,9,15.0,1.0,-1.0,65,1020,1.0,3.0,,2013-01-24 00:00:00-08:00,6.6,87
2013-01-25 00:00:00-08:00,7.0,4.0,Rain,37,92,1021,7.0,16,27,89,1017,5.0,9,12.0,3.0,2.0,85,1015,3.0,2.0,,2013-01-25 00:00:00-08:00,4.06,81
2013-01-26 00:00:00-08:00,8.0,4.0,Rain,32,92,1019,8.0,16,24,82,1016,6.0,16,7.0,3.0,2.0,71,1014,3.0,14.0,,2013-01-26 00:00:00-08:00,1.27,161
2013-01-27 00:00:00-08:00,8.0,4.0,Rain,34,86,1021,7.0,16,27,81,1019,6.0,15,8.0,3.0,3.0,76,1017,4.0,8.0,,2013-01-27 00:00:00-08:00,4.57,220
2013-01-28 00:00:00-08:00,8.0,5.0,Rain,37,89,1023,7.0,16,29,86,1021,6.0,13,12.0,4.0,3.0,83,1019,5.0,6.0,,2013-01-28 00:00:00-08:00,24.38,237
2013-01-29 00:00:00-08:00,8.0,7.0,Rain,37,93,1031,9.0,16,26,87,1027,8.0,11,16.0,6.0,5.0,80,1022,7.0,3.0,,2013-01-29 00:00:00-08:00,13.72,220
2013-01-30 00:00:00-08:00,8.0,8.0,Rain,35,92,1031,10.0,16,26,87,1031,9.0,9,11.0,7.0,5.0,82,1030,7.0,3.0,,2013-01-30 00:00:00-08:00,10.67,224
2013-01-31 00:00:00-08:00,8.0,8.0,Rain,11,100,1031,12.0,16,10,89,1030,9.0,11,1.0,7.0,6.0,77,1027,7.0,1.0,,2013-01-31 00:00:00-08:00,0.25,27
2013-02-01 00:00:00-08:00,5.0,7.0,Fog,52,93,1028,12.0,16,39,75,1027,9.0,11,7.0,5.0,2.0,56,1025,5.0,0.0,,2013-02-01 00:00:00-08:00,0.0,101
2013-02-02 00:00:00-08:00,0.0,3.0,None,60,86,1026,13.0,16,45,69,1025,8.0,16,27.0,2.0,1.0,51,1024,2.0,16.0,,2013-02-02 00:00:00-08:00,0.0,99
2013-02-03 00:00:00-08:00,7.0,6.0,None,10,92,1028,9.0,16,8,85,1026,4.0,15,0.0,3.0,-1.0,77,1024,0.0,8.0,,2013-02-03 00:00:00-08:00,0.0,-1
2013-02-04 00:00:00-08:00,5.0,6.0,None,11,96,1024,12.0,16,10,80,1018,8.0,16,1.0,4.0,3.0,63,1014,4.0,10.0,,2013-02-04 00:00:00-08:00,0.0,102
2013-02-05 00:00:00-08:00,7.0,7.0,Rain,40,92,1017,12.0,16,29,82,1015,9.0,16,7.0,6.0,4.0,71,1014,6.0,10.0,,2013-02-05 00:00:00-08:00,3.81,198
2013-02-06 00:00:00-08:00,7.0,5.0,Rain,45,89,1020,11.0,16,34,74,1016,8.0,16,9.0,4.0,3.0,59,1011,4.0,11.0,,2013-02-06 00:00:00-08:00,1.52,138
2013-02-07 00:00:00-08:00,5.0,3.0,Rain,39,92,1021,10.0,16,27,74,1017,6.0,16,4.0,2.0,-1.0,56,1014,1.0,16.0,,2013-02-07 00:00:00-08:00,0.76,152
2013-02-08 00:00:00-08:00,7.0,1.0,None,14,96,1026,6.0,16,13,83,1024,3.0,13,2.0,0.0,-2.0,70,1021,-1.0,3.0,,2013-02-08 00:00:00-08:00,0.0,130
2013-02-09 00:00:00-08:00,7.0,4.0,None,16,96,1026,7.0,16,14,86,1025,3.0,15,3.0,2.0,-2.0,76,1025,-1.0,11.0,,2013-02-09 00:00:00-08:00,0.0,208
2013-02-10 00:00:00-08:00,8.0,4.0,None,13,93,1028,8.0,16,10,77,1027,7.0,15,2.0,3.0,1.0,60,1026,4.0,10.0,,2013-02-10 00:00:00-08:00,0.0,67
2013-02-11 00:00:00-08:00,8.0,6.0,Rain,19,96,1029,7.0,16,14,83,1028,7.0,7,3.0,4.0,1.0,70,1027,6.0,2.0,,2013-02-11 00:00:00-08:00,2015-04-10 00:00:00,155
2013-02-12 00:00:00-08:00,8.0,7.0,Rain,27,92,1032,13.0,16,21,79,1030,10.0,12,7.0,7.0,6.0,66,1029,7.0,3.0,,2013-02-12 00:00:00-08:00,0.25,231
2013-02-13 00:00:00-08:00,8.0,7.0,Rain,32,86,1033,11.0,16,23,77,1031,8.0,14,6.0,6.0,4.0,68,1030,6.0,4.0,,2013-02-13 00:00:00-08:00,0.25,255
2013-02-14 00:00:00-08:00,6.0,6.0,Fog,11,92,1035,13.0,16,8,76,1034,8.0,11,1.0,3.0,2.0,59,1033,2.0,0.0,,2013-02-14 00:00:00-08:00,0.0,256
2013-02-15 00:00:00-08:00,2.0,5.0,Fog,48,100,1033,14.0,16,39,78,1030,8.0,7,14.0,2.0,0.0,55,1022,1.0,0.0,,2013-02-15 00:00:00-08:00,0.0,323
2013-02-16 00:00:00-08:00,6.0,7.0,Rain,34,96,1025,11.0,16,21,81,1024,7.0,14,3.0,4.0,1.0,65,1023,2.0,3.0,,2013-02-16 00:00:00-08:00,2.03,247
2013-02-17 00:00:00-08:00,7.0,3.0,None,21,100,1026,8.0,16,11,80,1024,4.0,16,2.0,2.0,0.0,60,1020,1.0,10.0,,2013-02-17 00:00:00-08:00,0.0,137
2013-02-18 00:00:00-08:00,5.0,2.0,None,26,96,1019,9.0,16,19,73,1014,4.0,16,5.0,1.0,-1.0,50,1007,0.0,16.0,,2013-02-18 00:00:00-08:00,2015-04-10 00:00:00,140
2013-02-19 00:00:00-08:00,3.0,3.0,Rain,27,85,1016,13.0,16,21,66,1009,7.0,16,5.0,1.0,-1.0,47,1006,1.0,16.0,,2013-02-19 00:00:00-08:00,0.51,55
2013-02-20 00:00:00-08:00,7.0,4.0,Rain,29,92,1019,9.0,16,24,77,1017,4.0,16,5.0,2.0,-2.0,61,1016,-1.0,10.0,,2013-02-20 00:00:00-08:00,1.02,183
2013-02-21 00:00:00-08:00,8.0,4.0,Rain,40,86,1022,8.0,16,29,79,1021,7.0,16,14.0,3.0,2.0,71,1019,5.0,11.0,,2013-02-21 00:00:00-08:00,1.02,223
2013-02-22 00:00:00-08:00,7.0,6.0,Rain,58,83,1021,9.0,16,40,77,1016,7.0,16,15.0,3.0,1.0,70,1012,4.0,10.0,,2013-02-22 00:00:00-08:00,6.1,222
2013-02-23 00:00:00-08:00,8.0,3.0,Rain,39,85,1031,9.0,16,27,73,1026,6.0,14,10.0,2.0,0.0,60,1019,2.0,4.0,,2013-02-23 00:00:00-08:00,1.52,248
2013-02-24 00:00:00-08:00,7.0,2.0,None,19,92,1031,12.0,16,14,68,1026,7.0,16,5.0,1.0,-1.0,44,1018,1.0,16.0,,2013-02-24 00:00:00-08:00,0.0,104
2013-02-25 00:00:00-08:00,7.0,4.0,Rain,58,83,1029,9.0,16,42,74,1023,7.0,15,14.0,3.0,1.0,65,1016,4.0,5.0,,2013-02-25 00:00:00-08:00,4.32,234
2013-02-26 00:00:00-08:00,5.0,3.0,None,24,92,1029,10.0,16,21,74,1027,6.0,16,5.0,2.0,1.0,56,1024,2.0,16.0,,2013-02-26 00:00:00-08:00,2015-04-10 00:00:00,90
2013-02-27 00:00:00-08:00,8.0,7.0,Rain,21,89,1027,12.0,16,14,72,1025,9.0,15,6.0,4.0,3.0,54,1024,6.0,6.0,,2013-02-27 00:00:00-08:00,0.76,92
2013-02-28 00:00:00-08:00,8.0,11.0,Rain,37,93,1030,14.0,16,26,85,1026,11.0,13,12.0,8.0,6.0,77,1023,8.0,5.0,,2013-02-28 00:00:00-08:00,6.6,142
2013-03-01 00:00:00-08:00,7.0,9.0,None,26,89,1031,17.0,16,21,75,1029,14.0,16,7.0,9.0,8.0,60,1026,11.0,16.0,,2013-03-01 00:00:00-08:00,0.0,220
2013-03-02 00:00:00-08:00,7.0,8.0,Rain,35,93,1026,14.0,16,24,80,1023,10.0,15,6.0,7.0,3.0,66,1021,6.0,4.0,,2013-03-02 00:00:00-08:00,2.29,261
2013-03-03 00:00:00-08:00,4.0,2.0,None,24,100,1027,11.0,16,16,71,1026,6.0,16,3.0,1.0,-2.0,42,1025,0.0,16.0,,2013-03-03 00:00:00-08:00,0.0,272
2013-03-04 00:00:00-08:00,0.0,-1.0,None,53,92,1025,13.0,16,39,65,1019,6.0,16,23.0,-2.0,-4.0,38,1013,-2.0,16.0,,2013-03-04 00:00:00-08:00,0.0,88
2013-03-05 00:00:00-08:00,6.0,3.0,Rain,50,82,1013,8.0,16,40,62,1009,7.0,15,26.0,1.0,-4.0,42,1004,6.0,8.0,,2013-03-05 00:00:00-08:00,3.56,91
2013-03-06 00:00:00-08:00,8.0,4.0,Rain,45,89,1015,8.0,16,34,80,1006,7.0,14,14.0,3.0,2.0,71,1001,5.0,6.0,,2013-03-06 00:00:00-08:00,9.14,150
2013-03-07 00:00:00-08:00,2.0,3.0,None,16,96,1018,14.0,16,13,67,1017,7.0,16,4.0,1.0,-1.0,38,1015,1.0,16.0,,2013-03-07 00:00:00-08:00,2015-04-10 00:00:00,72
2013-03-08 00:00:00-08:00,1.0,3.0,None,19,92,1023,16.0,16,13,63,1019,7.0,16,4.0,1.0,-3.0,33,1017,-2.0,16.0,,2013-03-08 00:00:00-08:00,0.0,272
2013-03-09 00:00:00-08:00,1.0,3.0,None,13,92,1033,15.0,16,11,62,1030,7.0,16,5.0,1.0,-2.0,31,1024,-1.0,16.0,,2013-03-09 00:00:00-08:00,0.0,69
2013-03-10 00:00:00-08:00,7.0,7.0,Rain,11,93,1033,11.0,16,11,77,1031,6.0,16,1.0,3.0,-1.0,61,1030,1.0,14.0,,2013-03-10 00:00:00-08:00,2015-04-10 00:00:00,87
2013-03-11 00:00:00-07:00,8.0,9.0,Rain,14,86,1030,12.0,16,13,82,1028,9.0,13,2.0,7.0,6.0,77,1024,7.0,6.0,,2013-03-11 00:00:00-07:00,2015-04-10 00:00:00,72
2013-03-12 00:00:00-07:00,6.0,9.0,None,26,100,1023,17.0,16,21,79,1022,13.0,15,7.0,8.0,7.0,57,1021,8.0,10.0,,2013-03-12 00:00:00-07:00,0.0,178
2013-03-13 00:00:00-07:00,3.0,8.0,None,19,93,1024,18.0,16,13,71,1022,13.0,16,3.0,7.0,6.0,48,1019,8.0,16.0,,2013-03-13 00:00:00-07:00,0.0,75
2013-03-14 00:00:00-07:00,2.0,9.0,None,37,89,1023,16.0,16,29,68,1020,12.0,16,7.0,7.0,4.0,46,1018,8.0,16.0,,2013-03-14 00:00:00-07:00,2015-04-10 00:00:00,112
2013-03-15 00:00:00-07:00,7.0,9.0,None,16,89,1024,18.0,16,13,70,1023,14.0,16,4.0,8.0,6.0,51,1021,9.0,16.0,,2013-03-15 00:00:00-07:00,0.0,266
2013-03-16 00:00:00-07:00,8.0,8.0,Rain,45,86,1022,11.0,16,32,78,1019,8.0,15,13.0,6.0,2.0,70,1016,4.0,4.0,,2013-03-16 00:00:00-07:00,4.83,234
2013-03-17 00:00:00-07:00,7.0,3.0,Rain,32,86,1026,10.0,16,26,68,1024,7.0,16,8.0,2.0,-1.0,50,1021,4.0,16.0,,2013-03-17 00:00:00-07:00,1.52,239
2013-03-18 00:00:00-07:00,5.0,3.0,None,24,92,1026,12.0,16,19,69,1024,8.0,16,4.0,2.0,1.0,46,1022,3.0,16.0,,2013-03-18 00:00:00-07:00,0.0,147
2013-03-19 00:00:00-07:00,5.0,4.0,Rain,53,85,1021,10.0,16,40,69,1014,7.0,16,29.0,1.0,-1.0,52,1005,4.0,10.0,,2013-03-19 00:00:00-07:00,7.87,88
2013-03-20 00:00:00-07:00,7.0,9.0,Rain,58,89,1021,13.0,16,50,77,1007,9.0,15,17.0,5.0,0.0,65,1000,4.0,5.0,,2013-03-20 00:00:00-07:00,7.37,216
2013-03-21 00:00:00-07:00,8.0,3.0,Rain,35,85,1026,9.0,16,26,69,1024,6.0,16,10.0,2.0,-1.0,53,1022,3.0,8.0,,2013-03-21 00:00:00-07:00,0.76,257
2013-03-22 00:00:00-07:00,7.0,2.0,Rain,32,92,1029,8.0,16,24,81,1027,5.0,15,6.0,1.0,-1.0,70,1026,2.0,5.0,,2013-03-22 00:00:00-07:00,2.54,231
2013-03-23 00:00:00-07:00,3.0,2.0,None,16,96,1029,11.0,16,13,69,1028,6.0,16,2.0,0.0,-3.0,42,1025,1.0,10.0,,2013-03-23 00:00:00-07:00,0.0,72
2013-03-24 00:00:00-07:00,5.0,1.0,None,45,85,1025,13.0,16,35,62,1022,8.0,16,20.0,-1.0,-2.0,38,1019,3.0,16.0,,2013-03-24 00:00:00-07:00,0.0,79
2013-03-25 00:00:00-07:00,3.0,2.0,None,45,61,1019,16.0,16,35,47,1015,11.0,16,22.0,-1.0,-3.0,33,1013,7.0,16.0,,2013-03-25 00:00:00-07:00,2015-04-10 00:00:00,90
2013-03-26 00:00:00-07:00,6.0,7.0,None,14,82,1017,13.0,16,11,72,1016,8.0,16,1.0,4.0,1.0,61,1015,3.0,16.0,,2013-03-26 00:00:00-07:00,0.0,91
2013-03-27 00:00:00-07:00,5.0,10.0,Fog-Rain,35,93,1015,19.0,16,27,65,1014,11.0,12,2.0,6.0,2.0,37,1012,3.0,1.0,,2013-03-27 00:00:00-07:00,4.57,47
2013-03-28 00:00:00-07:00,5.0,9.0,None,21,100,1020,19.0,16,16,72,1018,13.0,13,4.0,7.0,6.0,44,1017,8.0,2.0,,2013-03-28 00:00:00-07:00,0.0,84
2013-03-29 00:00:00-07:00,6.0,9.0,Rain,19,86,1023,21.0,16,13,64,1022,15.0,16,4.0,8.0,7.0,42,1020,9.0,16.0,,2013-03-29 00:00:00-07:00,2015-04-10 00:00:00,8
2013-03-30 00:00:00-07:00,0.0,8.0,None,39,96,1022,23.0,16,32,67,1019,14.0,16,12.0,7.0,4.0,38,1015,4.0,16.0,,2013-03-30 00:00:00-07:00,0.0,89
2013-03-31 00:00:00-07:00,1.0,9.0,None,37,71,1016,24.0,16,29,52,1014,17.0,16,9.0,7.0,4.0,33,1012,10.0,16.0,,2013-03-31 00:00:00-07:00,0.0,175
2013-04-01 00:00:00-07:00,8.0,10.0,None,21,77,1021,18.0,16,16,67,1019,15.0,16,5.0,9.0,8.0,56,1016,12.0,16.0,,2013-04-01 00:00:00-07:00,0.0,201
2013-04-02 00:00:00-07:00,6.0,9.0,None,23,83,1023,18.0,16,14,68,1022,14.0,16,5.0,8.0,8.0,52,1020,9.0,16.0,,2013-04-02 00:00:00-07:00,0.0,261
2013-04-03 00:00:00-07:00,4.0,11.0,None,14,93,1022,18.0,16,11,75,1019,12.0,12,2.0,8.0,6.0,56,1013,6.0,2.0,,2013-04-03 00:00:00-07:00,0.0,269
2013-04-04 00:00:00-07:00,7.0,12.0,Rain,42,86,1012,17.0,16,29,77,1008,14.0,15,10.0,10.0,8.0,67,1006,12.0,10.0,,2013-04-04 00:00:00-07:00,5.33,161
2013-04-05 00:00:00-07:00,8.0,10.0,Rain,40,89,1014,16.0,16,29,75,1013,13.0,16,14.0,9.0,8.0,60,1010,11.0,11.0,,2013-04-05 00:00:00-07:00,4.57,205
2013-04-06 00:00:00-07:00,7.0,9.0,Rain,45,93,1016,13.0,16,32,76,1013,10.0,14,13.0,7.0,5.0,59,1007,7.0,4.0,,2013-04-06 00:00:00-07:00,20.07,191
2013-04-07 00:00:00-07:00,8.0,8.0,Rain-Thunderstorm,71,89,1014,12.0,16,50,74,1008,9.0,15,19.0,6.0,3.0,59,1001,7.0,5.0,,2013-04-07 00:00:00-07:00,8.64,228
2013-04-08 00:00:00-07:00,7.0,7.0,Rain,26,89,1026,12.0,16,19,74,1021,9.0,16,5.0,5.0,3.0,59,1014,5.0,14.0,,2013-04-08 00:00:00-07:00,0.76,212
2013-04-09 00:00:00-07:00,7.0,7.0,Fog,13,100,1028,14.0,16,10,79,1027,8.0,7,0.0,4.0,2.0,57,1024,3.0,0.0,,2013-04-09 00:00:00-07:00,0.0,66
2013-04-10 00:00:00-07:00,6.0,11.0,Rain,50,83,1027,16.0,16,37,67,1023,11.0,15,12.0,7.0,2.0,51,1019,6.0,5.0,,2013-04-10 00:00:00-07:00,5.08,278
2013-04-11 00:00:00-07:00,5.0,5.0,None,26,85,1028,14.0,16,16,68,1026,9.0,16,4.0,3.0,2.0,51,1022,3.0,16.0,,2013-04-11 00:00:00-07:00,2015-04-10 00:00:00,280
2013-04-12 00:00:00-07:00,5.0,8.0,Rain,37,93,1022,12.0,16,27,76,1015,7.0,14,5.0,4.0,1.0,59,1011,2.0,3.0,,2013-04-12 00:00:00-07:00,4.57,234
2013-04-13 00:00:00-07:00,8.0,4.0,Rain,53,85,1019,12.0,16,35,66,1017,8.0,16,15.0,2.0,-1.0,46,1014,4.0,14.0,,2013-04-13 00:00:00-07:00,1.02,237
2013-04-14 00:00:00-07:00,7.0,5.0,Rain,37,89,1019,11.0,16,26,74,1016,8.0,14,5.0,3.0,2.0,59,1013,5.0,2.0,,2013-04-14 00:00:00-07:00,8.13,222
2013-04-15 00:00:00-07:00,5.0,5.0,Rain,29,92,1022,13.0,16,21,69,1016,8.0,15,3.0,3.0,1.0,46,1014,3.0,3.0,,2013-04-15 00:00:00-07:00,0.51,40
2013-04-16 00:00:00-07:00,5.0,6.0,None,40,93,1029,14.0,16,32,70,1025,9.0,16,7.0,4.0,2.0,47,1022,4.0,16.0,,2013-04-16 00:00:00-07:00,2015-04-10 00:00:00,80
2013-04-17 00:00:00-07:00,4.0,4.0,Rain,23,92,1033,16.0,16,13,64,1031,8.0,16,4.0,2.0,-1.0,36,1030,1.0,16.0,,2013-04-17 00:00:00-07:00,2015-04-10 00:00:00,322
2013-04-18 00:00:00-07:00,8.0,9.0,Rain,14,89,1032,16.0,16,11,70,1030,12.0,15,2.0,6.0,3.0,51,1027,8.0,8.0,,2013-04-18 00:00:00-07:00,1.27,349
2013-04-19 00:00:00-07:00,8.0,11.0,Rain,42,89,1026,14.0,16,32,80,1024,12.0,13,9.0,9.0,7.0,71,1021,11.0,5.0,,2013-04-19 00:00:00-07:00,18.8,235
2013-04-20 00:00:00-07:00,8.0,8.0,Rain,32,86,1027,16.0,16,16,69,1026,12.0,14,5.0,7.0,4.0,51,1024,9.0,4.0,,2013-04-20 00:00:00-07:00,2.29,258
2013-04-21 00:00:00-07:00,8.0,8.0,Rain,19,83,1026,13.0,16,13,75,1025,9.0,16,4.0,6.0,4.0,66,1024,6.0,16.0,,2013-04-21 00:00:00-07:00,1.02,267
2013-04-22 00:00:00-07:00,3.0,6.0,Fog,35,93,1031,19.0,16,26,59,1029,11.0,9,6.0,2.0,-3.0,24,1027,2.0,0.0,,2013-04-22 00:00:00-07:00,0.0,78
2013-04-23 00:00:00-07:00,0.0,4.0,None,29,79,1029,21.0,16,21,51,1025,12.0,16,5.0,1.0,-1.0,23,1021,2.0,16.0,,2013-04-23 00:00:00-07:00,0.0,321
2013-04-24 00:00:00-07:00,0.0,3.0,None,35,79,1025,24.0,16,26,51,1021,14.0,16,8.0,2.0,1.0,23,1016,3.0,16.0,,2013-04-24 00:00:00-07:00,0.0,18
2013-04-25 00:00:00-07:00,0.0,7.0,None,26,82,1021,25.0,16,14,56,1018,15.0,16,5.0,5.0,3.0,29,1017,4.0,16.0,,2013-04-25 00:00:00-07:00,0.0,291
2013-04-26 00:00:00-07:00,0.0,9.0,None,19,92,1024,26.0,16,13,56,1023,16.0,16,2.0,6.0,1.0,19,1021,6.0,16.0,,2013-04-26 00:00:00-07:00,0.0,255
2013-04-27 00:00:00-07:00,2.0,8.0,None,29,83,1024,22.0,16,19,56,1023,14.0,16,6.0,6.0,3.0,29,1022,7.0,16.0,,2013-04-27 00:00:00-07:00,0.0,300
2013-04-28 00:00:00-07:00,7.0,9.0,Rain,35,83,1024,20.0,16,26,59,1023,16.0,15,8.0,7.0,2.0,34,1019,11.0,4.0,,2013-04-28 00:00:00-07:00,0.76,254
2013-04-29 00:00:00-07:00,5.0,9.0,Rain,42,80,1024,16.0,16,32,55,1020,11.0,14,12.0,4.0,-2.0,29,1017,6.0,2.0,,2013-04-29 00:00:00-07:00,4.06,279
2013-04-30 00:00:00-07:00,6.0,2.0,Rain,27,76,1031,14.0,16,21,57,1027,11.0,16,7.0,1.0,-1.0,38,1024,6.0,16.0,,2013-04-30 00:00:00-07:00,2015-04-10 00:00:00,259
2013-05-01 00:00:00-07:00,0.0,3.0,None,32,89,1034,21.0,16,24,59,1032,11.0,16,5.0,1.0,-1.0,28,1030,1.0,16.0,,2013-05-01 00:00:00-07:00,0.0,86
2013-05-02 00:00:00-07:00,0.0,4.0,None,47,59,1031,27.0,16,39,40,1027,19.0,16,16.0,1.0,-2.0,21,1024,10.0,16.0,,2013-05-02 00:00:00-07:00,0.0,80
2013-05-03 00:00:00-07:00,0.0,8.0,None,27,89,1026,27.0,16,19,57,1023,16.0,16,6.0,5.0,1.0,25,1020,6.0,16.0,,2013-05-03 00:00:00-07:00,0.0,283
2013-05-04 00:00:00-07:00,0.0,8.0,None,52,92,1020,28.0,16,39,55,1016,17.0,16,10.0,4.0,-1.0,17,1012,6.0,16.0,,2013-05-04 00:00:00-07:00,0.0,76
2013-05-05 00:00:00-07:00,0.0,8.0,None,52,82,1012,29.0,16,35,51,1009,18.0,16,9.0,6.0,2.0,20,1005,7.0,16.0,,2013-05-05 00:00:00-07:00,0.0,79
2013-05-06 00:00:00-07:00,0.0,11.0,None,23,83,1012,29.0,16,14,57,1009,19.0,16,5.0,8.0,7.0,30,1006,8.0,16.0,,2013-05-06 00:00:00-07:00,0.0,269
2013-05-07 00:00:00-07:00,0.0,12.0,None,21,83,1016,25.0,16,16,61,1014,18.0,16,5.0,9.0,7.0,38,1012,10.0,16.0,,2013-05-07 00:00:00-07:00,0.0,265
2013-05-08 00:00:00-07:00,4.0,12.0,None,19,89,1021,21.0,16,13,71,1019,16.0,16,4.0,9.0,8.0,53,1017,10.0,16.0,,2013-05-08 00:00:00-07:00,0.0,194
