,CloudCover,Dew PointC,Events,Max Gust SpeedKm/h,Max Humidity,Max Sea Level PressurehPa,Max TemperatureC,Max VisibilityKm,Max Wind SpeedKm/h,Mean Humidity,Mean Sea Level PressurehPa,Mean TemperatureC,Mean VisibilityKm,Mean Wind SpeedKm/h,MeanDew PointC,Min DewpointC,Min Humidity,Min Sea Level PressurehPa,Min TemperatureC,Min VisibilitykM,PDT,PST,Precipitationmm,WindDirDegrees
2013-01-11 00:00:00-08:00,6.0,1.0,Fog,14,100,1027,4.0,16,13,80,1024,2.0,9,3,-1.0,-3.0,59,1020,-2.0,1.0,,2013-01-11 00:00:00-08:00,0.0,260
2013-01-12 00:00:00-08:00,6.0,-2.0,None,19,92,1030,1.0,11,14,87,1028,-1.0,6,3,-3.0,-4.0,82,1027,-3.0,2.0,,2013-01-12 00:00:00-08:00,0.0,285
2013-01-13 00:00:00-08:00,6.0,-2.0,None,19,100,1033,1.0,16,14,85,1032,-1.0,11,4,-3.0,-5.0,69,1030,-3.0,3.0,,2013-01-13 00:00:00-08:00,2015-04-10 00:00:00,298
2013-01-14 00:00:00-08:00,8.0,1.0,Rain-Snow,16,100,1036,1.0,13,14,89,1035,0.0,5,4,-2.0,-4.0,78,1033,-2.0,1.0,,2013-01-14 00:00:00-08:00,0.76,137
2013-01-15 00:00:00-08:00,8.0,1.0,Rain,16,100,1039,3.0,16,14,93,1038,2.0,10,5,1.0,0.0,85,1036,1.0,1.0,,2013-01-15 00:00:00-08:00,0.25,313
2013-01-16 00:00:00-08:00,8.0,1.0,None,11,100,1039,3.0,16,10,95,1036,2.0,7,2,1.0,0.0,89,1033,1.0,2.0,,2013-01-16 00:00:00-08:00,0.0,291
2013-01-17 00:00:00-08:00,4.0,0.0,None,19,100,1033,7.0,16,16,81,1030,3.0,14,4,-1.0,-3.0,62,1028,-1.0,2.0,,2013-01-17 00:00:00-08:00,0.0,97
2013-01-18 00:00:00-08:00,2.0,-1.0,None,11,92,1028,8.0,16,10,75,1027,2.0,13,1,-2.0,-4.0,58,1025,-3.0,6.0,,2013-01-18 00:00:00-08:00,0.0,155
2013-01-19 00:00:00-08:00,4.0,0.0,Fog,13,100,1028,3.0,11,13,91,1027,-1.0,2,3,-2.0,-5.0,82,1026,-4.0,0.0,,2013-01-19 00:00:00-08:00,0.0,288
2013-01-20 00:00:00-08:00,4.0,-1.0,Fog,14,100,1029,6.0,16,11,82,1028,2.0,5,2,-3.0,-4.0,64,1025,-3.0,0.0,,2013-01-20 00:00:00-08:00,0.0,345
2013-01-21 00:00:00-08:00,0.0,-2.0,None,37,96,1026,6.0,16,29,75,1024,1.0,14,8,-4.0,-6.0,54,1022,-5.0,10.0,,2013-01-21 00:00:00-08:00,0.0,122
2013-01-22 00:00:00-08:00,5.0,-3.0,None,34,88,1022,6.0,16,26,70,1018,1.0,15,11,-5.0,-6.0,51,1014,-4.0,11.0,,2013-01-22 00:00:00-08:00,0.0,117
2013-01-23 00:00:00-08:00,8.0,0.0,Rain,35,96,1024,2.0,16,29,78,1017,1.0,12,15,-2.0,-6.0,59,1013,0.0,3.0,,2013-01-23 00:00:00-08:00,5.33,118
2013-01-24 00:00:00-08:00,8.0,5.0,Rain,32,100,1025,7.0,16,26,88,1022,4.0,5,5,2.0,0.0,76,1020,1.0,0.0,,2013-01-24 00:00:00-08:00,6.6,122
2013-01-25 00:00:00-08:00,7.0,7.0,Fog-Rain,29,100,1021,8.0,16,24,96,1017,5.0,7,14,4.0,2.0,92,1015,2.0,0.0,,2013-01-25 00:00:00-08:00,6.1,112
2013-01-26 00:00:00-08:00,7.0,4.0,Rain,34,100,1019,8.0,16,29,86,1016,6.0,15,10,3.0,3.0,71,1014,3.0,0.0,,2013-01-26 00:00:00-08:00,0.76,176
2013-01-27 00:00:00-08:00,8.0,4.0,Rain,32,92,1022,6.0,16,23,87,1019,4.0,16,8,3.0,2.0,82,1018,3.0,14.0,,2013-01-27 00:00:00-08:00,3.81,196
2013-01-28 00:00:00-08:00,8.0,6.0,Rain,19,100,1023,7.0,16,13,93,1021,6.0,11,4,4.0,3.0,86,1020,4.0,6.0,,2013-01-28 00:00:00-08:00,25.4,220
2013-01-29 00:00:00-08:00,8.0,7.0,Rain,29,96,1032,9.0,16,24,91,1029,8.0,10,11,6.0,5.0,86,1023,6.0,3.0,,2013-01-29 00:00:00-08:00,11.94,205
2013-01-30 00:00:00-08:00,8.0,8.0,Rain,37,93,1032,10.0,16,29,87,1031,8.0,13,9,7.0,5.0,80,1030,7.0,4.0,,2013-01-30 00:00:00-08:00,6.86,207
2013-01-31 00:00:00-08:00,8.0,8.0,Fog-Rain,19,100,1031,11.0,16,16,89,1030,9.0,9,5,7.0,6.0,77,1028,6.0,0.0,,2013-01-31 00:00:00-08:00,2015-04-10 00:00:00,91
2013-02-01 00:00:00-08:00,6.0,7.0,Fog-Rain,23,100,1029,12.0,16,19,83,1028,8.0,8,5,6.0,3.0,66,1025,3.0,0.0,,2013-02-01 00:00:00-08:00,2015-04-10 00:00:00,299
2013-02-02 00:00:00-08:00,3.0,5.0,Fog,35,100,1027,13.0,16,29,77,1026,7.0,7,8,3.0,1.0,54,1025,1.0,0.0,,2013-02-02 00:00:00-08:00,0.0,294
2013-02-03 00:00:00-08:00,7.0,6.0,None,13,100,1028,8.0,16,11,91,1026,5.0,8,2,4.0,2.0,82,1024,2.0,0.0,,2013-02-03 00:00:00-08:00,0.0,177
2013-02-04 00:00:00-08:00,8.0,6.0,None,19,100,1024,11.0,16,16,82,1020,8.0,13,3,4.0,4.0,63,1015,5.0,6.0,,2013-02-04 00:00:00-08:00,0.0,111
2013-02-05 00:00:00-08:00,7.0,6.0,Rain,45,89,1018,11.0,16,35,80,1015,9.0,16,15,6.0,4.0,71,1014,6.0,8.0,,2013-02-05 00:00:00-08:00,3.56,183
2013-02-06 00:00:00-08:00,8.0,6.0,Rain,53,83,1020,11.0,16,39,71,1017,9.0,16,16,4.0,3.0,59,1011,6.0,16.0,,2013-02-06 00:00:00-08:00,1.02,158
2013-02-07 00:00:00-08:00,5.0,3.0,Rain,34,86,1022,10.0,16,26,71,1017,6.0,16,8,2.0,1.0,56,1014,2.0,16.0,,2013-02-07 00:00:00-08:00,0.51,172
2013-02-08 00:00:00-08:00,5.0,2.0,Fog,24,100,1026,8.0,16,16,83,1024,4.0,9,4,0.0,-1.0,65,1022,-1.0,0.0,,2013-02-08 00:00:00-08:00,0.0,78
2013-02-09 00:00:00-08:00,7.0,6.0,None,14,100,1026,7.0,16,13,88,1026,4.0,13,6,3.0,-1.0,76,1025,1.0,10.0,,2013-02-09 00:00:00-08:00,0.0,150
2013-02-10 00:00:00-08:00,8.0,5.0,None,14,100,1028,9.0,16,13,83,1027,6.0,12,5,3.0,2.0,65,1027,3.0,2.0,,2013-02-10 00:00:00-08:00,0.0,299
2013-02-11 00:00:00-08:00,8.0,6.0,None,21,100,1029,8.0,16,19,83,1029,7.0,12,6,4.0,1.0,65,1027,6.0,3.0,,2013-02-11 00:00:00-08:00,2015-04-10 00:00:00,170
2013-02-12 00:00:00-08:00,8.0,7.0,None,24,92,1032,13.0,16,21,77,1031,9.0,16,7,6.0,6.0,61,1030,6.0,6.0,,2013-02-12 00:00:00-08:00,0.25,210
2013-02-13 00:00:00-08:00,7.0,8.0,Rain,26,86,1034,12.0,16,21,74,1032,9.0,14,5,6.0,3.0,61,1030,6.0,3.0,,2013-02-13 00:00:00-08:00,0.25,274
2013-02-14 00:00:00-08:00,6.0,6.0,Fog,19,100,1035,11.0,16,16,86,1034,7.0,15,5,4.0,2.0,71,1034,3.0,10.0,,2013-02-14 00:00:00-08:00,0.0,284
2013-02-15 00:00:00-08:00,4.0,7.0,Fog,37,100,1033,16.0,16,29,76,1029,10.0,9,6,4.0,3.0,51,1023,3.0,0.0,,2013-02-15 00:00:00-08:00,0.0,101
2013-02-16 00:00:00-08:00,6.0,7.0,Rain,34,100,1026,11.0,16,29,86,1025,7.0,13,9,4.0,2.0,71,1023,3.0,2.0,,2013-02-16 00:00:00-08:00,1.27,146
2013-02-17 00:00:00-08:00,6.0,3.0,None,19,100,1026,8.0,16,16,83,1024,6.0,16,4,2.0,0.0,65,1020,3.0,16.0,,2013-02-17 00:00:00-08:00,0.0,92
2013-02-18 00:00:00-08:00,8.0,3.0,Rain,32,92,1019,9.0,16,26,73,1014,6.0,16,10,1.0,-1.0,53,1008,2.0,16.0,,2013-02-18 00:00:00-08:00,2015-04-10 00:00:00,127
2013-02-19 00:00:00-08:00,5.0,4.0,Rain,32,92,1016,13.0,16,24,69,1009,8.0,16,9,2.0,1.0,46,1006,3.0,14.0,,2013-02-19 00:00:00-08:00,2.29,75
2013-02-20 00:00:00-08:00,7.0,4.0,Rain,35,92,1020,9.0,16,29,77,1018,6.0,16,7,3.0,0.0,61,1016,1.0,8.0,,2013-02-20 00:00:00-08:00,1.02,173
2013-02-21 00:00:00-08:00,8.0,4.0,Rain,35,92,1022,8.0,16,27,82,1021,6.0,16,15,3.0,2.0,71,1020,4.0,10.0,,2013-02-21 00:00:00-08:00,0.76,198
2013-02-22 00:00:00-08:00,7.0,7.0,Rain,56,86,1022,9.0,16,39,79,1016,6.0,14,21,4.0,1.0,71,1012,3.0,4.0,,2013-02-22 00:00:00-08:00,9.91,203
2013-02-23 00:00:00-08:00,6.0,3.0,Rain,37,92,1031,9.0,16,29,76,1026,6.0,16,12,2.0,0.0,60,1019,2.0,8.0,,2013-02-23 00:00:00-08:00,1.52,236
2013-02-24 00:00:00-08:00,7.0,3.0,Rain,42,92,1031,11.0,16,34,68,1027,7.0,16,12,1.0,-1.0,44,1018,3.0,16.0,,2013-02-24 00:00:00-08:00,0.25,140
2013-02-25 00:00:00-08:00,7.0,4.0,Rain,52,89,1029,10.0,16,40,73,1023,7.0,16,15,3.0,1.0,56,1016,3.0,11.0,,2013-02-25 00:00:00-08:00,3.05,236
2013-02-26 00:00:00-08:00,8.0,3.0,None,29,92,1030,9.0,16,24,74,1027,6.0,16,9,2.0,1.0,56,1025,3.0,16.0,,2013-02-26 00:00:00-08:00,0.0,111
2013-02-27 00:00:00-08:00,8.0,7.0,Rain,32,93,1027,12.0,16,26,76,1026,9.0,15,11,4.0,3.0,59,1025,6.0,6.0,,2013-02-27 00:00:00-08:00,2.54,114
2013-02-28 00:00:00-08:00,8.0,11.0,Rain,34,93,1031,14.0,16,27,87,1026,11.0,13,15,9.0,7.0,80,1023,8.0,5.0,,2013-02-28 00:00:00-08:00,3.81,164
2013-03-01 00:00:00-08:00,8.0,9.0,None,24,83,1031,16.0,16,19,74,1029,13.0,16,7,9.0,9.0,64,1027,11.0,16.0,,2013-03-01 00:00:00-08:00,0.0,164
2013-03-02 00:00:00-08:00,8.0,9.0,Rain,45,100,1027,14.0,16,34,81,1024,10.0,16,9,7.0,3.0,62,1022,6.0,14.0,,2013-03-02 00:00:00-08:00,2015-04-10 00:00:00,138
2013-03-03 00:00:00-08:00,4.0,3.0,Rain,21,92,1027,11.0,16,16,69,1026,6.0,16,4,1.0,-1.0,46,1025,2.0,13.0,,2013-03-03 00:00:00-08:00,2015-04-10 00:00:00,277
2013-03-04 00:00:00-08:00,3.0,1.0,Fog,37,100,1025,14.0,16,29,67,1019,6.0,16,12,-2.0,-4.0,33,1013,-2.0,10.0,,2013-03-04 00:00:00-08:00,0.0,93
2013-03-05 00:00:00-08:00,8.0,4.0,Rain,35,89,1013,8.0,16,29,67,1009,7.0,15,17,1.0,-4.0,45,1005,5.0,10.0,,2013-03-05 00:00:00-08:00,3.56,114
2013-03-06 00:00:00-08:00,8.0,5.0,Rain,34,96,1015,8.0,16,27,86,1007,7.0,14,11,4.0,3.0,76,1001,5.0,10.0,,2013-03-06 00:00:00-08:00,9.14,189
2013-03-07 00:00:00-08:00,2.0,4.0,None,19,92,1018,13.0,16,16,65,1017,8.0,16,7,2.0,-1.0,38,1015,2.0,16.0,,2013-03-07 00:00:00-08:00,0.0,96
2013-03-08 00:00:00-08:00,1.0,3.0,Fog,27,96,1024,15.0,16,19,65,1019,7.0,16,7,1.0,-2.0,33,1017,-1.0,11.0,,2013-03-08 00:00:00-08:00,0.0,295
2013-03-09 00:00:00-08:00,3.0,4.0,None,11,92,1033,15.0,16,10,61,1030,7.0,13,3,2.0,-3.0,30,1024,-1.0,2.0,,2013-03-09 00:00:00-08:00,0.0,69
2013-03-10 00:00:00-08:00,7.0,6.0,Rain,14,92,1033,9.0,16,11,84,1032,6.0,16,3,4.0,1.0,76,1030,1.0,14.0,,2013-03-10 00:00:00-08:00,2015-04-10 00:00:00,360
2013-03-11 00:00:00-07:00,8.0,9.0,None,21,93,1031,12.0,16,19,87,1028,9.0,14,5,7.0,6.0,80,1025,7.0,6.0,,2013-03-11 00:00:00-07:00,2015-04-10 00:00:00,96
2013-03-12 00:00:00-07:00,7.0,9.0,None,27,100,1024,17.0,16,23,78,1023,12.0,15,10,8.0,7.0,55,1022,8.0,6.0,,2013-03-12 00:00:00-07:00,0.0,170
2013-03-13 00:00:00-07:00,7.0,8.0,None,21,93,1024,17.0,16,16,73,1022,13.0,16,7,7.0,6.0,52,1019,8.0,16.0,,2013-03-13 00:00:00-07:00,0.0,92
2013-03-14 00:00:00-07:00,8.0,8.0,None,37,86,1023,17.0,16,29,63,1020,13.0,16,12,7.0,2.0,39,1018,9.0,16.0,,2013-03-14 00:00:00-07:00,2015-04-10 00:00:00,152
2013-03-15 00:00:00-07:00,7.0,9.0,Rain,26,86,1024,17.0,16,24,69,1023,13.0,16,8,8.0,7.0,52,1022,8.0,16.0,,2013-03-15 00:00:00-07:00,2015-04-10 00:00:00,233
2013-03-16 00:00:00-07:00,8.0,8.0,Rain,50,93,1022,11.0,16,40,81,1020,8.0,16,13,6.0,2.0,68,1017,4.0,10.0,,2013-03-16 00:00:00-07:00,1.27,228
2013-03-17 00:00:00-07:00,7.0,2.0,None,29,85,1026,10.0,16,23,68,1025,7.0,16,10,1.0,-1.0,50,1021,3.0,16.0,,2013-03-17 00:00:00-07:00,2015-04-10 00:00:00,266
2013-03-18 00:00:00-07:00,6.0,3.0,None,27,85,1026,12.0,16,19,68,1025,8.0,16,5,2.0,1.0,50,1022,3.0,16.0,,2013-03-18 00:00:00-07:00,0.0,199
2013-03-19 00:00:00-07:00,8.0,6.0,Rain,47,96,1021,11.0,16,37,73,1014,7.0,15,16,3.0,1.0,50,1005,2.0,8.0,,2013-03-19 00:00:00-07:00,12.7,120
2013-03-20 00:00:00-07:00,7.0,10.0,Rain,63,93,1022,13.0,16,47,74,1007,9.0,14,23,6.0,0.0,54,1000,4.0,8.0,,2013-03-20 00:00:00-07:00,9.91,218
2013-03-21 00:00:00-07:00,7.0,2.0,Rain,40,82,1027,10.0,16,34,66,1025,7.0,16,13,1.0,-1.0,50,1022,3.0,14.0,,2013-03-21 00:00:00-07:00,2015-04-10 00:00:00,254
2013-03-22 00:00:00-07:00,6.0,2.0,Rain,32,92,1030,8.0,16,24,77,1028,5.0,16,5,1.0,-1.0,62,1026,2.0,8.0,,2013-03-22 00:00:00-07:00,0.25,276
2013-03-23 00:00:00-07:00,6.0,2.0,None,19,100,1030,10.0,16,14,70,1028,6.0,15,4,0.0,-3.0,39,1026,1.0,10.0,,2013-03-23 00:00:00-07:00,0.0,295
2013-03-24 00:00:00-07:00,7.0,1.0,None,37,85,1026,13.0,16,32,60,1022,8.0,16,11,0.0,-3.0,35,1019,2.0,16.0,,2013-03-24 00:00:00-07:00,0.0,83
2013-03-25 00:00:00-07:00,7.0,6.0,Rain,19,85,1019,17.0,16,14,59,1016,11.0,16,4,2.0,-1.0,32,1013,4.0,16.0,,2013-03-25 00:00:00-07:00,0.25,309
2013-03-26 00:00:00-07:00,7.0,7.0,Rain,19,93,1017,12.0,16,14,80,1016,8.0,16,4,5.0,3.0,66,1015,4.0,16.0,,2013-03-26 00:00:00-07:00,2015-04-10 00:00:00,94
2013-03-27 00:00:00-07:00,6.0,11.0,Rain,24,96,1016,18.0,16,23,68,1014,12.0,16,6,6.0,2.0,39,1013,6.0,16.0,,2013-03-27 00:00:00-07:00,2015-04-10 00:00:00,98
2013-03-28 00:00:00-07:00,6.0,10.0,Rain,23,100,1021,19.0,16,16,71,1018,14.0,16,7,8.0,6.0,42,1016,8.0,16.0,,2013-03-28 00:00:00-07:00,2015-04-10 00:00:00,79
2013-03-29 00:00:00-07:00,5.0,9.0,Rain,21,93,1023,21.0,16,16,65,1022,15.0,16,6,8.0,6.0,37,1021,9.0,16.0,,2013-03-29 00:00:00-07:00,2015-04-10 00:00:00,292
2013-03-30 00:00:00-07:00,1.0,9.0,None,21,93,1023,25.0,16,16,66,1019,16.0,16,5,8.0,6.0,38,1015,6.0,16.0,,2013-03-30 00:00:00-07:00,0.0,285
2013-03-31 00:00:00-07:00,4.0,10.0,None,29,86,1016,25.0,16,24,61,1015,17.0,16,6,8.0,6.0,35,1012,8.0,16.0,,2013-03-31 00:00:00-07:00,0.0,302
2013-04-01 00:00:00-07:00,7.0,11.0,None,23,83,1022,18.0,16,19,72,1019,14.0,16,8,9.0,8.0,60,1016,11.0,14.0,,2013-04-01 00:00:00-07:00,0.0,291
2013-04-02 00:00:00-07:00,6.0,9.0,None,16,83,1023,19.0,16,14,68,1022,15.0,16,4,8.0,7.0,52,1021,11.0,16.0,,2013-04-02 00:00:00-07:00,2015-04-10 00:00:00,324
2013-04-03 00:00:00-07:00,7.0,11.0,None,13,93,1022,18.0,16,11,75,1019,13.0,13,1,8.0,6.0,56,1013,7.0,1.0,,2013-04-03 00:00:00-07:00,0.0,313
2013-04-04 00:00:00-07:00,8.0,13.0,Rain,40,93,1013,17.0,16,32,83,1009,14.0,15,10,11.0,8.0,72,1006,11.0,10.0,,2013-04-04 00:00:00-07:00,4.83,175
2013-04-05 00:00:00-07:00,8.0,10.0,Rain,48,89,1014,16.0,16,37,72,1013,13.0,15,19,9.0,7.0,55,1010,11.0,6.0,,2013-04-05 00:00:00-07:00,5.08,184
2013-04-06 00:00:00-07:00,8.0,10.0,Rain,50,93,1016,14.0,16,35,74,1013,11.0,14,17,7.0,4.0,55,1007,7.0,6.0,,2013-04-06 00:00:00-07:00,15.49,167
2013-04-07 00:00:00-07:00,7.0,9.0,Rain,66,100,1015,12.0,16,48,82,1008,9.0,15,21,6.0,3.0,63,1001,6.0,6.0,,2013-04-07 00:00:00-07:00,3.81,224
2013-04-08 00:00:00-07:00,7.0,7.0,Rain,19,89,1026,12.0,16,14,74,1021,9.0,16,6,4.0,3.0,59,1016,6.0,16.0,,2013-04-08 00:00:00-07:00,0.25,237
2013-04-09 00:00:00-07:00,7.0,7.0,Fog,14,100,1029,13.0,16,13,80,1027,9.0,12,5,6.0,3.0,59,1025,4.0,0.0,,2013-04-09 00:00:00-07:00,0.0,78
2013-04-10 00:00:00-07:00,7.0,12.0,Rain,47,86,1028,15.0,16,37,72,1023,11.0,15,19,7.0,3.0,57,1020,7.0,5.0,,2013-04-10 00:00:00-07:00,3.56,240
2013-04-11 00:00:00-07:00,4.0,5.0,None,27,89,1028,14.0,16,21,70,1026,9.0,16,6,4.0,2.0,51,1023,4.0,16.0,,2013-04-11 00:00:00-07:00,2015-04-10 00:00:00,310
2013-04-12 00:00:00-07:00,7.0,7.0,Rain,40,85,1022,12.0,16,29,70,1015,8.0,16,10,4.0,1.0,54,1011,4.0,6.0,,2013-04-12 00:00:00-07:00,2.29,257
2013-04-13 00:00:00-07:00,6.0,3.0,Rain,47,85,1019,12.0,16,39,68,1017,8.0,16,19,2.0,-1.0,50,1014,4.0,8.0,,2013-04-13 00:00:00-07:00,1.27,243
2013-04-14 00:00:00-07:00,7.0,4.0,Rain,35,89,1019,11.0,16,32,70,1016,8.0,16,11,3.0,1.0,50,1014,5.0,10.0,,2013-04-14 00:00:00-07:00,1.78,256
2013-04-15 00:00:00-07:00,6.0,6.0,Rain,29,92,1022,13.0,16,23,65,1017,8.0,16,7,3.0,-1.0,38,1015,3.0,16.0,,2013-04-15 00:00:00-07:00,1.02,338
2013-04-16 00:00:00-07:00,4.0,5.0,Rain,39,100,1030,15.0,16,34,70,1026,9.0,14,8,4.0,1.0,40,1023,3.0,2.0,,2013-04-16 00:00:00-07:00,0.25,347
2013-04-17 00:00:00-07:00,5.0,7.0,Rain,23,92,1033,16.0,16,19,66,1032,9.0,16,8,3.0,1.0,40,1030,2.0,16.0,,2013-04-17 00:00:00-07:00,0.25,53
2013-04-18 00:00:00-07:00,8.0,9.0,Rain,19,89,1033,15.0,16,14,70,1031,12.0,15,5,5.0,3.0,51,1027,8.0,10.0,,2013-04-18 00:00:00-07:00,1.52,352
2013-04-19 00:00:00-07:00,8.0,11.0,Rain,39,93,1027,14.0,16,32,80,1024,12.0,15,13,9.0,7.0,66,1021,10.0,8.0,,2013-04-19 00:00:00-07:00,10.41,207
2013-04-20 00:00:00-07:00,7.0,8.0,Rain,29,93,1028,15.0,16,21,72,1027,12.0,16,6,6.0,4.0,51,1025,9.0,13.0,,2013-04-20 00:00:00-07:00,0.25,278
2013-04-21 00:00:00-07:00,7.0,9.0,Rain,21,93,1027,13.0,16,14,80,1026,9.0,15,3,7.0,4.0,66,1025,6.0,6.0,,2013-04-21 00:00:00-07:00,0.76,346
2013-04-22 00:00:00-07:00,1.0,5.0,None,37,100,1031,18.0,16,27,62,1029,11.0,16,7,2.0,-3.0,24,1028,3.0,16.0,,2013-04-22 00:00:00-07:00,0.0,35
2013-04-23 00:00:00-07:00,1.0,3.0,None,37,85,1029,20.0,16,29,51,1025,12.0,16,9,1.0,-7.0,16,1021,3.0,16.0,,2013-04-23 00:00:00-07:00,0.0,305
2013-04-24 00:00:00-07:00,1.0,4.0,None,37,79,1025,24.0,16,27,51,1021,14.0,16,8,2.0,-1.0,23,1016,4.0,16.0,,2013-04-24 00:00:00-07:00,0.0,300
2013-04-25 00:00:00-07:00,3.0,8.0,None,23,86,1021,25.0,16,19,57,1019,16.0,16,5,5.0,3.0,27,1017,7.0,16.0,,2013-04-25 00:00:00-07:00,0.0,310
2013-04-26 00:00:00-07:00,3.0,10.0,None,85,93,1025,26.0,16,16,58,1023,17.0,15,6,6.0,2.0,23,1022,8.0,11.0,,2013-04-26 00:00:00-07:00,0.0,300
2013-04-27 00:00:00-07:00,5.0,8.0,Rain,39,86,1025,23.0,16,24,58,1024,15.0,16,6,6.0,3.0,29,1023,7.0,16.0,,2013-04-27 00:00:00-07:00,2015-04-10 00:00:00,334
2013-04-28 00:00:00-07:00,7.0,9.0,Rain,34,89,1025,19.0,16,26,60,1023,16.0,16,10,7.0,1.0,31,1019,11.0,16.0,,2013-04-28 00:00:00-07:00,0.0,244
2013-04-29 00:00:00-07:00,5.0,10.0,Rain,47,86,1024,15.0,16,35,58,1021,12.0,16,22,3.0,-3.0,30,1018,9.0,13.0,,2013-04-29 00:00:00-07:00,1.78,303
2013-04-30 00:00:00-07:00,5.0,3.0,Rain,39,76,1031,14.0,16,32,57,1028,10.0,16,12,1.0,-1.0,38,1024,6.0,16.0,,2013-04-30 00:00:00-07:00,2015-04-10 00:00:00,296
2013-05-01 00:00:00-07:00,2.0,4.0,None,26,79,1034,22.0,16,21,52,1032,13.0,16,9,2.0,1.0,25,1031,4.0,16.0,,2013-05-01 00:00:00-07:00,0.0,316
2013-05-02 00:00:00-07:00,3.0,6.0,None,40,71,1032,26.0,16,26,46,1028,16.0,16,10,3.0,1.0,21,1024,6.0,16.0,,2013-05-02 00:00:00-07:00,0.0,301
2013-05-03 00:00:00-07:00,1.0,7.0,None,39,66,1026,26.0,16,26,48,1024,18.0,16,10,4.0,2.0,29,1021,9.0,16.0,,2013-05-03 00:00:00-07:00,0.0,322
2013-05-04 00:00:00-07:00,0.0,8.0,None,58,80,1021,28.0,16,45,48,1017,18.0,16,14,3.0,-1.0,16,1013,8.0,16.0,,2013-05-04 00:00:00-07:00,0.0,55
2013-05-05 00:00:00-07:00,0.0,8.0,None,53,71,1013,29.0,16,45,44,1009,19.0,16,17,4.0,1.0,16,1006,9.0,16.0,,2013-05-05 00:00:00-07:00,0.0,69
2013-05-06 00:00:00-07:00,0.0,12.0,None,26,83,1012,29.0,16,16,56,1010,21.0,16,8,9.0,6.0,28,1007,12.0,16.0,,2013-05-06 00:00:00-07:00,0.0,307
2013-05-07 00:00:00-07:00,1.0,12.0,None,32,89,1017,24.0,16,23,64,1014,17.0,16,8,9.0,8.0,38,1013,10.0,16.0,,2013-05-07 00:00:00-07:00,0.0,335
2013-05-08 00:00:00-07:00,5.0,12.0,None,14,89,1021,21.0,16,11,71,1020,17.0,16,3,10.0,9.0,53,1018,12.0,16.0,,2013-05-08 00:00:00-07:00,0.0,313
2013-05-09 00:00:00-07:00,4.0,11.0,None,27,89,1023,26.0,16,21,61,1021,18.0,16,6,10.0,8.0,33,1018,11.0,14.0,,2013-05-09 00:00:00-07:00,0.0,322
2013-05-10 00:00:00-07:00,3.0,12.0,None,23,89,1023,28.0,16,19,62,1021,20.0,16,7,11.0,10.0,34,1019,12.0,16.0,,2013-05-10 00:00:00-07:00,0.0,298
