,PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2013-03-28 00:00:00-07:00,2013-03-28 00:00:00-07:00,19,16,12,11.0,11.0,10.0,89,74,58,1019,1017,1016,16,16,16.0,29,13,34,2015-04-11 00:00:00,6.0,None,256
2013-03-29 00:00:00-07:00,2013-03-29 00:00:00-07:00,23,17,10,12.0,9.0,8.0,89,69,49,1019,1018,1017,16,15,8.0,39,12,47,2015-04-11 00:00:00,6.0,None,304
2013-03-30 00:00:00-07:00,2013-03-30 00:00:00-07:00,18,14,11,11.0,10.0,9.0,89,75,60,1019,1017,1015,16,16,16.0,34,11,39,2.03,6.0,Rain,261
2013-03-31 00:00:00-07:00,2013-03-31 00:00:00-07:00,18,16,12,12.0,11.0,9.0,86,75,64,1018,1017,1016,16,16,13.0,39,13,48,2.54,6.0,Rain,166
2013-04-01 00:00:00-07:00,2013-04-01 00:00:00-07:00,18,15,11,12.0,10.0,8.0,89,73,56,1022,1020,1018,16,14,3.0,32,12,35,3.56,5.0,Rain,227
2013-04-02 00:00:00-07:00,2013-04-02 00:00:00-07:00,16,13,10,10.0,9.0,8.0,89,78,67,1023,1021,1020,16,16,13.0,40,22,48,0.0,5.0,Fog,283
2013-04-03 00:00:00-07:00,2013-04-03 00:00:00-07:00,20,15,9,11.0,8.0,8.0,93,75,56,1021,1019,1016,16,15,8.0,39,13,45,0.0,6.0,Fog,296
2013-04-04 00:00:00-07:00,2013-04-04 00:00:00-07:00,18,15,12,12.0,11.0,7.0,93,82,71,1021,1018,1016,16,15,6.0,35,16,45,7.87,8.0,Rain,197
2013-04-05 00:00:00-07:00,2013-04-05 00:00:00-07:00,18,15,12,11.0,10.0,8.0,86,71,56,1023,1021,1020,16,16,14.0,32,12,39,2015-04-11 00:00:00,7.0,None,258
2013-04-06 00:00:00-07:00,2013-04-06 00:00:00-07:00,17,14,12,12.0,10.0,8.0,89,78,67,1023,1022,1021,16,14,2.0,27,13,34,0.25,7.0,Fog-Rain,232
2013-04-07 00:00:00-07:00,2013-04-07 00:00:00-07:00,17,13,10,11.0,9.0,7.0,89,77,64,1022,1019,1012,16,15,5.0,61,19,90,0.25,7.0,Rain,249
2013-04-08 00:00:00-07:00,2013-04-08 00:00:00-07:00,17,13,9,9.0,4.0,1.0,71,55,39,1017,1014,1010,16,16,16.0,76,39,97,0.0,3.0,None,287
2013-04-09 00:00:00-07:00,2013-04-09 00:00:00-07:00,20,15,10,7.0,4.0,-1.0,74,53,31,1019,1018,1017,16,16,16.0,45,28,52,0.0,0.0,None,300
2013-04-10 00:00:00-07:00,2013-04-10 00:00:00-07:00,27,19,11,11.0,8.0,6.0,89,61,32,1022,1020,1018,16,16,16.0,63,26,72,0.0,2.0,None,278
2013-04-11 00:00:00-07:00,2013-04-11 00:00:00-07:00,18,14,9,8.0,7.0,6.0,86,65,44,1019,1015,1012,16,15,13.0,58,32,66,0.0,3.0,None,269
2013-04-12 00:00:00-07:00,2013-04-12 00:00:00-07:00,17,13,8,9.0,7.0,6.0,86,71,55,1014,1012,1011,16,15,11.0,48,23,56,0.0,2.0,None,281
2013-04-13 00:00:00-07:00,2013-04-13 00:00:00-07:00,16,13,9,7.0,6.0,4.0,74,61,47,1013,1012,1011,16,16,13.0,71,31,82,0.0,3.0,None,268
2013-04-14 00:00:00-07:00,2013-04-14 00:00:00-07:00,16,12,8,8.0,4.0,1.0,86,62,37,1014,1013,1012,16,16,16.0,63,32,74,0.0,2.0,None,268
2013-04-15 00:00:00-07:00,2013-04-15 00:00:00-07:00,14,11,8,8.0,3.0,1.0,83,65,47,1015,1013,1012,16,16,14.0,74,40,89,2015-04-11 00:00:00,2.0,Rain,281
2013-04-16 00:00:00-07:00,2013-04-16 00:00:00-07:00,17,12,7,5.0,2.0,-1.0,71,52,32,1022,1019,1015,16,16,16.0,47,23,53,0.0,1.0,None,278
2013-04-17 00:00:00-07:00,2013-04-17 00:00:00-07:00,19,15,10,5.0,2.0,-2.0,71,49,27,1026,1024,1022,16,16,16.0,45,29,52,0.0,0.0,None,319
2013-04-18 00:00:00-07:00,2013-04-18 00:00:00-07:00,23,16,8,8.0,4.0,-1.0,77,50,23,1025,1024,1023,16,16,16.0,39,13,45,0.0,0.0,None,287
2013-04-19 00:00:00-07:00,2013-04-19 00:00:00-07:00,22,16,9,11.0,8.0,6.0,80,64,48,1024,1022,1019,16,16,16.0,45,19,52,0.0,1.0,None,294
2013-04-20 00:00:00-07:00,2013-04-20 00:00:00-07:00,23,17,10,9.0,7.0,6.0,80,59,38,1020,1018,1016,16,16,16.0,45,22,52,0.0,0.0,None,289
2013-04-21 00:00:00-07:00,2013-04-21 00:00:00-07:00,26,18,9,11.0,7.0,4.0,77,53,28,1018,1016,1014,16,16,16.0,34,12,39,0.0,0.0,None,300
2013-04-22 00:00:00-07:00,2013-04-22 00:00:00-07:00,28,19,11,12.0,8.0,5.0,77,51,25,1015,1013,1011,16,16,16.0,35,11,42,0.0,0.0,None,300
2013-04-23 00:00:00-07:00,2013-04-23 00:00:00-07:00,24,17,9,8.0,6.0,-3.0,83,50,17,1014,1013,1012,16,16,16.0,42,16,50,0.0,1.0,None,306
2013-04-24 00:00:00-07:00,2013-04-24 00:00:00-07:00,20,14,8,8.0,7.0,6.0,86,66,45,1014,1012,1011,16,16,14.0,27,12,37,0.0,2.0,None,286
2013-04-25 00:00:00-07:00,2013-04-25 00:00:00-07:00,18,15,12,8.0,8.0,7.0,77,65,52,1021,1018,1015,16,16,16.0,37,17,42,0.0,3.0,None,254
2013-04-26 00:00:00-07:00,2013-04-26 00:00:00-07:00,16,14,11,8.0,7.0,7.0,77,66,55,1024,1023,1021,16,16,16.0,45,17,53,0.0,4.0,None,275
2013-04-27 00:00:00-07:00,2013-04-27 00:00:00-07:00,16,13,9,8.0,8.0,7.0,86,73,60,1024,1022,1019,16,16,14.0,45,19,52,0.0,4.0,Fog,283
2013-04-28 00:00:00-07:00,2013-04-28 00:00:00-07:00,22,15,8,11.0,8.0,6.0,86,63,39,1019,1016,1012,16,16,14.0,37,13,47,0.0,2.0,None,302
2013-04-29 00:00:00-07:00,2013-04-29 00:00:00-07:00,27,19,11,13.0,9.0,7.0,77,56,35,1013,1011,1009,16,16,14.0,50,23,61,0.0,1.0,None,292
2013-04-30 00:00:00-07:00,2013-04-30 00:00:00-07:00,20,15,10,8.0,6.0,-3.0,80,58,35,1011,1010,1009,16,15,11.0,42,24,50,0.0,2.0,None,288
2013-05-01 00:00:00-07:00,2013-05-01 00:00:00-07:00,26,19,13,8.0,3.0,-4.0,67,41,15,1019,1015,1011,16,16,16.0,39,13,45,0.0,0.0,None,284
2013-05-02 00:00:00-07:00,2013-05-02 00:00:00-07:00,32,23,13,11.0,2.0,-6.0,67,40,12,1021,1020,1019,16,16,14.0,27,8,34,0.0,0.0,None,318
2013-05-03 00:00:00-07:00,2013-05-03 00:00:00-07:00,29,22,13,13.0,4.0,-5.0,72,41,10,1019,1014,1009,16,16,16.0,35,14,42,0.0,0.0,None,305
2013-05-04 00:00:00-07:00,2013-05-04 00:00:00-07:00,29,21,12,13.0,8.0,6.0,77,51,24,1009,1005,1002,16,16,14.0,45,15,58,0.0,1.0,None,269
2013-05-05 00:00:00-07:00,2013-05-05 00:00:00-07:00,21,17,13,9.0,8.0,7.0,67,56,44,1010,1006,1003,16,16,16.0,45,20,53,2015-04-11 00:00:00,6.0,Rain,170
2013-05-06 00:00:00-07:00,2013-05-06 00:00:00-07:00,21,18,15,11.0,9.0,8.0,72,59,45,1015,1012,1010,16,16,16.0,29,13,39,2015-04-11 00:00:00,7.0,Rain,188
2013-05-07 00:00:00-07:00,2013-05-07 00:00:00-07:00,22,17,12,11.0,9.0,8.0,89,67,44,1018,1016,1015,16,16,16.0,27,15,40,0.0,5.0,None,263
2013-05-08 00:00:00-07:00,2013-05-08 00:00:00-07:00,16,14,12,10.0,9.0,8.0,89,76,62,1022,1020,1018,16,16,16.0,37,20,45,0.0,8.0,None,269
2013-05-09 00:00:00-07:00,2013-05-09 00:00:00-07:00,17,14,11,8.0,8.0,7.0,77,69,60,1023,1022,1020,16,16,16.0,45,26,52,0.0,7.0,None,270
2013-05-10 00:00:00-07:00,2013-05-10 00:00:00-07:00,16,13,11,9.0,9.0,8.0,89,77,64,1023,1022,1021,16,15,8.0,42,23,50,0.0,6.0,None,277
2013-05-11 00:00:00-07:00,2013-05-11 00:00:00-07:00,21,16,11,12.0,9.0,9.0,89,71,52,1022,1020,1018,16,16,13.0,42,18,48,0.0,5.0,None,305
2013-05-12 00:00:00-07:00,2013-05-12 00:00:00-07:00,21,16,12,12.0,10.0,9.0,89,69,49,1022,1020,1017,16,16,16.0,45,22,52,0.0,3.0,None,288
2013-05-13 00:00:00-07:00,2013-05-13 00:00:00-07:00,18,14,11,11.0,9.0,8.0,89,73,56,1020,1017,1015,16,16,16.0,47,25,58,0.0,2.0,None,283
2013-05-14 00:00:00-07:00,2013-05-14 00:00:00-07:00,18,15,12,9.0,8.0,6.0,77,63,48,1017,1015,1014,16,16,16.0,45,24,52,0.0,2.0,None,261
2013-05-15 00:00:00-07:00,2013-05-15 00:00:00-07:00,17,14,11,10.0,8.0,6.0,89,69,48,1019,1017,1016,16,16,16.0,63,36,77,0.0,5.0,None,258
2013-05-16 00:00:00-07:00,2013-05-16 00:00:00-07:00,18,15,12,12.0,10.0,8.0,89,75,60,1018,1017,1016,16,16,16.0,48,29,56,0.0,7.0,None,265
2013-05-17 00:00:00-07:00,2013-05-17 00:00:00-07:00,18,15,12,9.0,8.0,7.0,77,65,52,1019,1017,1016,16,16,16.0,42,26,52,0.0,3.0,None,267
2013-05-18 00:00:00-07:00,2013-05-18 00:00:00-07:00,19,16,11,9.0,8.0,7.0,83,66,48,1021,1020,1019,16,16,16.0,63,30,74,0.0,3.0,None,269
2013-05-19 00:00:00-07:00,2013-05-19 00:00:00-07:00,24,17,11,10.0,8.0,6.0,83,58,33,1021,1019,1016,16,16,16.0,48,19,56,0.0,0.0,None,286
2013-05-20 00:00:00-07:00,2013-05-20 00:00:00-07:00,28,20,12,12.0,8.0,5.0,77,51,25,1016,1015,1014,16,16,16.0,40,17,53,0.0,2.0,None,289
2013-05-21 00:00:00-07:00,2013-05-21 00:00:00-07:00,17,13,9,8.0,7.0,4.0,77,63,48,1016,1015,1014,16,16,16.0,77,45,90,0.0,2.0,None,275
2013-05-22 00:00:00-07:00,2013-05-22 00:00:00-07:00,17,13,9,6.0,3.0,-1.0,74,55,36,1017,1016,1014,16,16,16.0,58,29,66,0.0,1.0,None,280
2013-05-23 00:00:00-07:00,2013-05-23 00:00:00-07:00,17,13,9,6.0,5.0,4.0,80,63,46,1017,1016,1014,16,16,16.0,50,32,63,0.0,1.0,None,273
